radius,mean_hue,mean_saturation,mean_value,label
164.06292724609375,23.707132258142988,0.6410761633705515,157.10144980417914,0
157.08116149902344,17.901448805276246,106.68272245648178,196.50709536166076,2
1.414313554763794,125.14285714285714,11.428571428571427,103.14285714285714,0
0.5001000165939331,120.0,5.0,94.5,0
160.86328125,17.345278185908025,104.04924001092199,180.47284453054908,2
1.1785825490951538,120.0,5.0,100.16666666666666,0
156.3667449951172,21.830559778477575,99.51673634488,184.13143392333583,2
163.29823303222656,17.548118762784355,123.49937395400732,190.6679972726709,2
127.39981079101562,19.84199129692477,107.35043411272356,195.57073851214886,1
160.8262481689453,19.397870728293114,96.37108145941157,205.13004225153145,2
162.26824951171875,18.587386577801077,110.50845596035995,189.64878121840718,2
128.17674255371094,21.112416278170237,101.6647462388795,217.26178212984266,1
2.061652660369873,0.0,0.0,92.875,0
130.45431518554688,18.780233141621963,114.1409078627398,175.6092561855869,1
133.31539916992188,20.1070302207673,104.74388199129706,199.46800271467927,1
160.63307189941406,18.06338505622146,96.4436953935502,193.01302239903805,2
159.87351989746094,21.221978876433614,83.69882718849219,221.4412751895289,2
158.34730529785156,23.137133584865836,91.20077306667368,232.80615287195587,2
9.999999747378753e-05,114.0,14.0,94.0,0
143.1339111328125,18.165014624634388,127.43267793305166,169.78899902502437,1
176.24075317382812,18.646547709762086,120.1703708407417,175.1775886885107,2
143.1752166748047,17.82243930935999,121.25009736466312,191.79832532779443,1
147.1571807861328,17.944368229339137,117.74661368402796,182.43384266048537,1
177.74281311035156,16.770355492652875,120.01123922907213,185.0469758148441,2
143.4980010986328,17.791356376562177,131.56392646325574,188.4799832724816,1
1.178496241569519,120.0,5.166666666666666,99.5,0
144.20632934570312,18.178909952606638,105.208082490073,184.019101447419,1
178.84205627441406,20.573638594638254,132.8027295413832,193.29502034730203,2
175.59620666503906,17.115194798273198,109.60738687843094,213.9757714651175,2
175.1919708251953,17.009561245086587,126.36191437373844,188.48299160735158,2
144.08775329589844,19.55231068590887,127.4499270309713,170.4610507540133,1
9.999999747378753e-05,120.0,6.0,92.0,0
1.1181340217590332,0.0,0.0,94.8,0
1.8028756380081177,126.0,12.3,104.3,0
143.80030822753906,17.816477761022195,127.12675325517664,166.9359990919557,1
9.999999747378753e-05,120.0,6.0,92.0,0
1.6667015552520752,120.0,5.0,105.875,0
9.999999747378753e-05,120.0,5.0,98.0,0
1.414313554763794,126.0,13.0,99.0,0
175.400390625,17.49385188834858,121.76173389601765,166.56363402669183,2
9.999999747378753e-05,120.0,5.0,98.0,0
175.7501983642578,17.717075095442237,9.11161942542709,180.0389233689509,0
143.6462860107422,16.66883870967742,131.83437096774193,170.03695161290324,1
1.581238865852356,120.0,5.0,99.0,0
0.5001000165939331,120.0,5.0,95.5,0
172.85504150390625,17.399433243921433,116.41437007874016,202.2434022670243,2
178.27706909179688,18.3363930022068,115.33532691549131,146.83018304708904,2
143.84031677246094,20.460305676151126,117.38963218798922,162.41069382353416,1
2.9155757427215576,120.0,5.0,102.0,0
174.8156280517578,19.907225967753998,100.71176263182078,176.67072323784902,2
0.7072067856788635,120.0,5.333333333333333,93.33333333333331,0
0.5001000165939331,0.0,0.0,91.0,0
9.999999747378753e-05,120.0,5.0,96.0,0
178.64295959472656,18.2750753559921,106.47396320548799,211.89450161105918,2
4.123205661773682,120.0,4.964285714285714,102.67857142857142,0
4.924529075622559,120.0,4.1951219512195115,124.5365853658537,0
174.1438751220703,18.05979650688285,81.62210131127917,202.77608139724686,2
174.67137145996094,21.298469524555173,103.59363571037869,208.28243546155574,2
146.33152770996094,21.0331110165082,105.10393705753431,192.78260252589752,1
1.1181340217590332,0.0,0.0,94.0,0
6.020897388458253,0.0,0.0,104.39130434782608,0
174.9910125732422,19.288214357382003,125.68286809670164,180.32997475787633,2
174.27699279785156,20.467065025601052,108.7849186503426,170.5836391387653,2
1.581238865852356,120.0,5.2,94.4,0
9.999999747378753e-05,120.0,6.0,92.0,0
173.98715209960938,18.91314815404032,106.26020554265169,195.7177129402781,2
1.1181340217590332,0.0,0.0,96.8,0
2.500099897384644,36.470588235294116,1.9411764705882355,107.35294117647058,0
309.4176940917969,19.850472086061124,102.13014442214693,198.26720400039483,0
174.28855895996094,23.171545385463386,106.42442177817259,176.603212997549,2
279.4056396484375,22.25277184416641,91.33361306072628,198.3891516631065,0
141.32839965820312,19.61894537101768,113.24136955291452,198.14649289257298,1
174.68414306640625,21.44705393660532,126.29640635650988,180.90518490115883,2
9.999999747378753e-05,120.0,5.0,96.0,0
186.8976593017578,18.034586035864173,117.62911102632582,145.8795688668447,2
1.581238865852356,0.0,0.0,99.0,0
184.23422241210938,19.99315750306849,102.45883387615854,182.58445361502254,2
1.8385138511657717,120.0,4.916666666666666,102.33333333333331,0
150.48057556152344,20.521444047465312,136.59631526839138,162.05357783421582,1
183.2915802001953,23.141978797209333,109.65902092996063,166.27771173558872,2
768.0253295898438,18.52085655780988,120.15697790398858,161.75963546861615,0
275.00054931640625,40.339348495690864,41.51669207554214,37.20394511682897,0
9.999999747378753e-05,0.0,0.0,91.0,0
192.00421142578125,20.792204819383183,139.67134166204448,178.0770097637851,2
662.8870239257812,19.734050211010448,103.43888157403916,184.46497508806385,0
155.761474609375,17.70612704973028,127.83502858216366,157.26133222404118,1
3.1623775959014893,98.1818181818182,3.863636363636364,107.77272727272728,0
149.8737030029297,21.677636982283236,95.1890032852282,210.45496010794318,1
187.7110748291016,19.27732875701211,90.3962669766755,201.21504096545613,2
1123.57373046875,25.939696380599003,96.8576076928866,186.80211973796696,0
6.403224468231201,16.8125,133.54464285714286,100.91071428571428,0
7.500100135803223,16.063829787234038,147.43262411347519,102.18439716312055,0
22.610937118530273,16.013422818791945,147.0788590604027,106.62751677852349,0
8.602425575256348,15.851063829787234,141.04255319148936,104.43262411347516,0
9.999999747378753e-05,120.0,6.0,92.0,0
137.27326965332028,18.902035578680923,138.58256574321473,155.49803121923782,1
6.18475866317749,120.08641975308642,5.592592592592593,99.8641975308642,0
0.5001000165939331,0.0,0.0,90.0,0
171.3251190185547,16.59740405308465,126.78728030846486,181.72619261119084,2
138.42495727539062,20.824557476410227,97.8974447275983,192.0849748605276,1
137.78173828125,22.480665950590762,99.97623089983021,201.1550362080316,1
0.5001000165939331,120.0,5.0,94.5,0
1376.8165283203125,22.41665485984659,110.29953500110932,178.32315532293208,0
7.500100135803223,13.798561151079138,165.3021582733813,111.3884892086331,0
9.60478687286377,14.510526315789473,145.81578947368422,106.02105263157894,0
11.401854515075685,13.747899159663866,157.63445378151258,109.96218487394958,0
11.80052375793457,11.507874015748033,125.7952755905512,104.6259842519685,0
6.946321964263916,15.87121212121212,163.02272727272728,103.66666666666669,0
12.500100135803224,14.535714285714285,109.1031746031746,93.73809523809523,0
56.23816299438477,50.21956628881222,49.41547560374569,45.511828486939386,0
207.05718994140625,40.39000642347611,33.11721153521079,43.49937455627303,0
52.43146514892578,29.485407066052232,66.5078341013825,52.7542242703533,0
71.5971450805664,23.14622831787011,80.26663977410244,56.235578862444534,0
213.3284912109375,38.14509594882729,37.52238805970149,45.71496090973704,0
22.06083106994629,13.416267942583733,147.78827751196172,58.5956937799043,0
148.20956420898438,18.325488710410667,129.95126534323379,146.7313380815275,1
1.414313554763794,0.0,0.0,92.6,0
9.999999747378753e-05,0.0,0.0,91.0,0
2.061652660369873,0.0,0.0,93.25,0
9.999999747378753e-05,0.0,0.0,94.0,0
147.3813934326172,19.289544235924925,121.82467699671317,189.37497159994544,1
147.825927734375,17.847773997929302,133.62758467682295,150.58719124389884,1
458.33294677734375,20.42039628070796,134.2470118850508,173.71282919821198,0
2.795184850692749,122.2105263157895,8.105263157894736,95.31578947368419,0
2.9155757427215576,120.0,4.75,107.0,0
148.7714385986328,17.152869417319142,131.69266297176034,192.71207589220256,1
1278.840087890625,23.342756845061306,104.35032048045021,177.49162337671657,0
8.321758270263674,12.787234042553193,151.23404255319147,115.05673758865248,0
7.929120540618896,14.187878787878788,166.0060606060606,116.6969696969697,0
11.418756484985352,12.053691275167784,167.8489932885906,117.88255033557049,0
12.971221923828125,13.123333333333335,166.49333333333334,117.89333333333336,0
78.9024429321289,34.76832706766917,91.547227443609,46.18021616541353,0
9.178879737854004,14.829411764705885,144.5,107.30588235294115,0
23.021827697753906,13.26968174204355,139.15075376884425,102.56281407035178,0
8.200710296630861,13.919753086419751,171.87037037037038,110.8456790123457,0
7.106435298919678,13.217741935483868,175.2258064516129,117.08870967741936,0
8.909506797790527,12.734806629834251,148.88397790055245,111.77348066298342,0
33.61557006835937,9.702844311377246,156.59505988023952,115.63323353293413,0
11.180439949035645,12.160642570281125,93.8714859437751,88.08835341365463,0
5.000100135803223,13.779220779220779,137.55844155844156,103.87012987012987,0
9.929849624633787,13.060150375939848,115.41729323308269,89.28195488721803,0
12.08314609527588,13.150183150183151,133.2234432234432,101.11355311355312,0
141.23773193359375,43.931198995605776,26.201255492780923,36.61669805398617,0
241.2017822265625,37.93444379308253,24.828357152964482,39.45252582425357,0
145.19393920898438,26.373376623376625,40.82341637953883,41.79518950437318,0
79.94952392578125,61.410375532326746,58.928119757388046,43.702929410246476,0
2.500099897384644,115.5,117.4,143.3,0
0.5001000165939331,115.0,119.0,144.0,0
9.999999747378753e-05,116.0,116.0,145.0,0
9.999999747378753e-05,116.0,121.0,146.0,0
9.999999747378753e-05,116.0,118.0,143.0,0
8.246311187744139,115.2075471698113,122.37735849056604,142.35849056603774,0
0.5001000165939331,115.0,118.0,144.5,0
13.833883285522461,114.66775244299673,76.56351791530946,160.16612377850163,0
6.411814689636231,114.30555555555556,127.2222222222222,139.38888888888889,0
44.73543167114258,116.74930362116993,80.69359331476323,147.83844011142062,0
9.999999747378753e-05,115.0,111.0,140.0,0
0.5001000165939331,120.0,5.0,102.5,0
9.999999747378753e-05,120.0,5.0,94.0,0
1.8028756380081177,113.66666666666666,112.88888888888887,150.11111111111111,0
3.5356338024139404,113.54838709677419,103.09677419354837,156.22580645161293,0
9.999999747378753e-05,115.0,118.0,141.0,0
4.031229019165038,114.82857142857141,103.97142857142859,155.0,0
9.999999747378753e-05,165.0,5.0,93.0,0
6.800835609436035,113.54545454545456,112.16666666666669,142.25757575757575,0
3.1623775959014893,118.19354838709677,91.32258064516128,146.38709677419354,0
7.211202621459961,113.475,95.8375,154.95000000000005,0
9.999999747378753e-05,165.0,6.0,92.0,0
9.999999747378753e-05,20.0,8.0,91.0,0
8.558721542358397,20.82706766917293,57.31578947368421,150.4210526315789,0
8.077847480773926,45.58139534883721,2.2790697674418605,86.6279069767442,0
1.0001000165939329,60.0,2.75,95.75,0
365.1938781738281,108.62009635921127,19.928813390950182,144.1455123429196,0
280.45196533203125,60.16734896414837,9.839143199768431,141.56924285655214,0
57.26483535766602,101.73353909465021,12.137860082304528,155.10288065843622,0
4.609872341156006,114.55555555555556,44.27777777777778,107.05555555555556,0
0.5001000165939331,116.0,50.5,111.0,0
0.5001000165939331,115.5,45.0,108.5,0
1.7678669691085815,114.16666666666666,42.83333333333333,100.5,0
7.905794143676758,114.80582524271843,17.961165048543688,105.31067961165049,0
5.852449893951416,111.6086956521739,41.95652173913043,104.30434782608695,0
10.920265197753906,29.875,21.3125,124.578125,0
4.743516445159912,92.76923076923076,7.0769230769230775,115.02564102564102,0
130.27653503417972,17.117612544258982,112.86476479514415,217.75275670207387,1
2.236167907714844,120.0,5.2,94.7,0
1.8211694955825808,120.0,5.0,99.11111111111109,0
1.1181340217590332,96.0,4.2,94.6,0
216.6392059326172,39.418323801782456,84.93894969082939,188.9532615322089,0
160.92214965820312,19.575059571088165,126.99623356990955,191.0874477952292,2
1.581238865852356,120.0,5.285714285714286,94.85714285714285,0
7.159010887145996,161.88990825688074,13.009174311926609,106.34862385321101,0
194.08187866210938,21.510618521525306,103.64140576282752,182.8908145376678,0
9.999999747378753e-05,11.0,66.0,105.0,0
1.414313554763794,11.5,60.16666666666666,118.16666666666666,0
9.999999747378753e-05,15.0,79.0,103.0,0
17.770349502563477,17.226107226107224,76.6946386946387,110.97435897435898,0
1.1181340217590332,165.0,5.5,93.5,0
9.999999747378753e-05,16.0,65.0,102.0,0
9.999999747378753e-05,14.0,63.0,109.0,0
9.999999747378753e-05,6.0,14.0,94.0,0
161.29225158691406,17.173021495956018,113.03438337205904,179.65818509630643,2
21.27252960205078,15.674812030075188,139.10714285714286,101.55263157894736,0
1.0001000165939329,16.5,9.5,94.5,0
1.0001000165939329,104.75,15.75,95.0,0
9.999999747378753e-05,103.0,19.0,94.0,0
0.5001000165939331,165.0,6.0,91.5,0
9.999999747378753e-05,109.0,19.0,107.0,0
159.13291931152344,16.99443693459499,108.93014973484458,189.41320058230218,2
156.70474243164062,18.446290368329347,102.0200710455583,189.26420573497035,2
0.5001000165939331,113.0,57.5,108.5,0
2.12142014503479,112.08333333333331,47.08333333333333,97.75,0
85.11152648925781,91.20621468926555,11.362590799031475,139.13027979553402,2
9.999999747378753e-05,109.0,51.0,105.0,0
9.999999747378753e-05,0.0,0.0,90.0,0
9.999999747378753e-05,0.0,0.0,90.0,0
8.062357902526855,113.0566037735849,40.150943396226424,103.41509433962266,0
0.7072067856788635,114.66666666666666,39.66666666666666,104.66666666666666,0
274.90658569335943,21.95542687171698,53.59708246313525,180.66200873362445,0
79.2607421875,12.23863829787234,80.12629787234044,90.03285106382981,0
3.642309427261353,111.26470588235294,24.411764705882355,118.32352941176471,0
155.24649047851562,16.987716723734984,111.91109571172346,200.00173922495787,2
25.89411354064941,111.21948608137045,35.27837259100642,121.73340471092077,0
5.700977325439452,76.36363636363636,3.2045454545454546,101.29545454545456,0
3.0414812564849854,90.0,4.1875,92.75,0
1.8028756380081177,80.0,3.555555555555556,97.33333333333331,0
9.999999747378753e-05,120.0,6.0,92.0,0
9.999999747378753e-05,116.0,37.0,103.0,0
13.418103218078613,111.505,111.99,179.9625,0
43.89201354980469,21.93093093093093,112.271021021021,133.05780780780782,0
154.55218505859375,18.70153768236237,106.32771063997411,192.24118962873345,2
135.3922119140625,19.59986151558968,125.50029529763964,147.8187483453149,1
12.777032852172852,17.951127819548873,151.9172932330827,103.00375939849623,0
8.746527671813965,17.339285714285708,131.22619047619048,104.78571428571428,0
286.82366943359375,17.661688574858722,125.21947190933909,161.69034892523686,0
237.8907012939453,81.76782147897637,33.31523446861769,177.82677815354302,0
282.15570068359375,18.41122104342989,109.37557118448765,161.58001350975485,0
154.90257263183594,16.92202108343947,115.06295222351696,188.42630281022198,2
275.13824462890625,13.76172637101402,42.09654889745061,171.16406262808428,0
4.472236156463623,33.87096774193548,2.4838709677419355,92.87096774193549,0
3.0414812564849854,92.5,7.125,87.875,0
9.999999747378753e-05,75.0,5.0,97.0,0
7.070774555206299,10.847457627118645,0.6355932203389829,127.6271186440678,0
4.609872341156006,21.176470588235293,0.9411764705882352,91.0,0
20.26089859008789,53.91803278688525,7.241803278688525,108.17213114754101,0
9.999999747378753e-05,20.0,8.0,94.0,0
9.999999747378753e-05,6.0,14.0,93.0,0
0.5001000165939331,20.0,8.0,91.0,0
0.5001000165939331,20.0,8.0,93.0,0
1.0001000165939329,20.0,8.0,95.0,0
1.500100016593933,165.0,5.5,90.75,0
1.1181340217590332,123.75,4.0,92.5,0
0.5001000165939331,25.0,6.5,93.0,0
17.958520889282227,13.753676470588234,33.42279411764706,110.56985294117645,0
2.549609661102295,21.6,10.0,97.3,0
5.700977325439452,60.411764705882355,7.1764705882352935,96.47058823529413,0
401.5234375,20.76412019466893,130.63685426619637,176.18922735187752,0
5.385264873504639,6.0,13.26315789473684,96.73684210526315,0
4.123205661773682,18.6,8.5,94.3,0
6.18475866317749,14.448275862068966,10.448275862068966,99.51724137931036,0
22.321613311767575,38.67058823529412,6.829411764705883,97.61176470588236,0
9.999999747378753e-05,165.0,5.0,94.0,0
0.5001000165939331,20.0,8.0,92.0,0
9.999999747378753e-05,165.0,6.0,91.0,0
9.34087085723877,103.38636363636364,29.329545454545453,104.4318181818182,0
0.5001000165939331,120.0,5.5,92.5,0
0.5001000165939331,120.0,5.0,101.0,0
126.92294311523438,19.316924812181515,119.55147132872769,187.38576809200592,0
9.999999747378753e-05,120.0,5.0,93.0,0
126.04629516601562,20.169693342688515,88.24055883445456,195.33342275785213,1
704.410400390625,21.594291266305508,101.62221061659042,182.7530682389057,0
114.10486602783205,72.42204568023833,31.787928941851487,46.94896833278164,0
58.42758560180664,16.47027741083223,75.39022457067371,58.3006605019815,0
114.84547424316406,65.98504362276694,32.171879636773696,48.50590539497893,0
1.414313554763794,120.0,5.0,104.5,0
1.414313554763794,120.0,5.166666666666666,96.83333333333331,0
829.500244140625,89.39915944381892,9.548083217680484,166.8856476995994,0
2.061652660369873,120.0,4.6,110.8,0
9.999999747378753e-05,0.0,0.0,91.0,0
1.8385597467422483,0.0,0.0,95.0,0
0.5001000165939331,120.0,6.0,90.0,0
41.48122787475586,12.491633006347374,175.4466243508367,140.45124062319678,0
2.766441822052002,120.0,4.863636363636363,104.5909090909091,0
2.136934995651245,120.0,5.153846153846153,100.92307692307692,0
9.999999747378753e-05,120.0,5.0,97.0,0
1.1181340217590332,120.0,5.0,97.4,0
9.999999747378753e-05,0.0,0.0,92.0,0
1.414313554763794,120.0,5.166666666666666,97.83333333333331,0
1.581238865852356,0.0,0.0,91.6,0
9.999999747378753e-05,165.0,5.0,96.0,0
2.12142014503479,141.42857142857142,4.714285714285714,93.42857142857142,0
3.5356338024139404,20.0,0.9166666666666666,84.58333333333333,0
17.219274520874027,94.16666666666666,4.236111111111111,94.875,0
0.7072067856788635,120.0,5.5,92.5,0
9.999999747378753e-05,165.0,5.0,94.0,0
9.999999747378753e-05,120.0,5.0,97.0,0
0.7072067856788635,0.0,0.0,98.0,0
1.0001000165939329,120.0,6.0,91.66666666666666,0
1.0001000165939329,120.0,5.0,96.4,0
0.5001000165939331,0.0,0.0,91.0,0
2.000099897384644,107.0,6.6000000000000005,94.0,0
2.137057065963745,0.0,0.0,99.78571428571428,0
9.999999747378753e-05,165.0,6.0,91.0,0
9.999999747378753e-05,165.0,6.0,91.0,0
9.999999747378753e-05,165.0,6.0,91.0,0
0.5001000165939331,0.0,0.0,93.0,0
0.7072067856788635,165.0,5.666666666666666,89.33333333333331,0
0.5001000165939331,165.0,5.0,96.5,0
3.640154838562012,148.8421052631579,5.842105263157895,99.52631578947368,0
5.02503776550293,60.0,2.5,94.0625,0
3.000099897384644,165.0,6.25,84.625,0
4.924529075622559,165.0,5.588235294117646,92.70588235294115,0
0.7072067856788635,116.0,112.25,150.25,0
0.5001000165939331,0.0,0.0,92.0,0
2.236167907714844,118.46153846153848,105.0,146.53846153846158,0
0.7072067856788635,120.0,5.0,102.0,0
0.5001000165939331,165.0,5.0,96.5,0
1.1181340217590332,116.0,121.6,149.0,0
1.1181340217590332,0.0,0.0,93.0,0
2.236167907714844,115.85714285714285,122.21428571428572,148.28571428571428,0
9.999999747378753e-05,165.0,5.0,94.0,0
4.717090606689453,116.29032258064517,113.22580645161291,147.5483870967742,0
2.061652660369873,117.0,117.2,147.0,0
0.5001000165939331,120.0,5.0,98.5,0
19.91240692138672,113.52188552188551,107.06060606060606,156.39730639730638,0
9.999999747378753e-05,120.0,5.0,95.0,0
0.5001000165939331,165.0,6.0,91.5,0
1.900442361831665,76.0,4.1000000000000005,88.30000000000003,0
0.7072067856788635,0.0,0.0,95.0,0
9.999999747378753e-05,0.0,0.0,91.0,0
9.999999747378753e-05,11.0,36.0,98.0,0
0.5001000165939331,10.0,45.0,102.5,0
9.999999747378753e-05,9.0,69.0,107.0,0
4.472236156463623,10.571428571428571,73.28571428571428,106.5,0
9.999999747378753e-05,10.0,62.0,103.0,0
166.6741943359375,38.32909090909091,65.85363636363637,124.79558441558441,0
14.169193267822266,8.45959595959596,81.66414141414144,103.42929292929294,0
9.999999747378753e-05,120.0,5.0,95.0,0
595.2601318359375,95.54435578410991,15.909651124622913,126.86551026150022,0
13.509356498718262,7.460000000000001,18.273333333333333,88.71333333333334,0
5.408427238464356,7.1395348837209305,13.825581395348838,88.76744186046511,0
6.265082359313965,6.0,14.317307692307693,88.55769230769229,0
17.9514217376709,102.02253521126758,8.563380281690142,77.38028169014085,0
5.408427238464356,0.0,0.0,80.67441860465118,0
7.826338291168213,0.0,0.0,82.44029850746269,0
8.500100135803223,2.946428571428571,0.11904761904761905,79.48809523809524,0
197.0793609619141,84.60170115202807,16.169931217979563,66.4974242124034,0
7.615873336791992,38.805970149253724,1.9253731343283584,95.4776119402985,0
9.999999747378753e-05,6.0,14.0,93.0,0
9.999999747378753e-05,20.0,8.0,91.0,0
9.999999747378753e-05,20.0,8.0,92.0,0
9.999999747378753e-05,6.0,14.0,94.0,0
9.999999747378753e-05,6.0,14.0,93.0,0
9.999999747378753e-05,6.0,14.0,93.0,0
1.1181340217590332,165.0,5.25,93.0,0
9.999999747378753e-05,6.0,14.0,93.0,0
9.999999747378753e-05,6.0,14.0,93.0,0
6.946321964263916,6.0,14.146067415730336,90.19101123595507,0
9.999999747378753e-05,165.0,6.0,91.0,0
9.999999747378753e-05,173.0,11.0,93.0,0
0.5001000165939331,165.0,5.5,92.5,0
2.061652660369873,165.0,5.833333333333332,88.83333333333331,0
3.333498477935791,6.0,14.235294117647056,89.41176470588233,0
9.552586555480957,158.96202531645568,5.949367088607595,91.31645569620251,0
9.999999747378753e-05,6.0,14.0,93.0,0
2.015664339065552,6.0,13.0,98.66666666666666,0
2.766409397125244,6.0,14.0,91.26315789473685,0
3.6056511402130127,6.0,13.190476190476188,96.76190476190477,0
9.999999747378753e-05,6.0,14.0,93.0,0
9.999999747378753e-05,6.0,13.0,98.0,0
0.5001000165939331,6.0,13.5,94.5,0
57.00886917114258,105.63864142538976,25.59855233853007,138.75501113585742,0
8.147278785705566,112.45945945945948,97.0472972972973,158.25675675675674,0
259.40567016601557,49.398856829659785,15.693927886309364,146.75464902321576,0
1.1181340217590332,112.0,35.0,109.83333333333331,0
1.8385561704635618,120.0,5.1428571428571415,96.85714285714285,0
5.408427238464356,114.64583333333331,10.520833333333332,122.08333333333331,0
5.852449893951416,96.0,6.930232558139535,122.5813953488372,0
31.13287925720215,95.87322121604142,7.002587322121606,158.7865459249677,0
3.1623775959014893,115.57142857142857,43.57142857142857,107.07142857142857,0
1.414313554763794,120.0,5.0,97.83333333333331,0
0.5001000165939331,0.0,0.0,91.5,0
9.999999747378753e-05,0.0,0.0,91.0,0
0.5001000165939331,120.0,5.0,101.0,0
123.08746337890624,16.38467518807308,115.17949831934692,223.7196853634555,1
1.1181340217590332,120.0,5.333333333333333,95.5,0
3.083394765853882,120.0,5.1428571428571415,98.23809523809523,0
0.5001000165939331,120.0,5.0,99.0,0
3.3542017936706543,0.0,0.0,94.30769230769229,0
9.999999747378753e-05,120.0,5.0,94.0,0
201.5590362548828,41.02332548683929,85.00391775996312,191.4199904525177,0
5.000100135803223,34.5064935064935,33.12987012987013,79.23376623376623,0
1.8028756380081177,120.66666666666666,5.8888888888888875,99.66666666666666,0
9.999999747378753e-05,120.0,5.0,94.0,0
150.15419006347656,19.04384522475589,140.04717763646153,179.74846840029687,2
182.70669555664062,19.65429514428449,104.65619582107954,189.79145209138662,0
0.5001000165939331,120.0,5.0,93.5,0
9.999999747378753e-05,165.0,5.0,96.0,0
0.7072067856788635,140.0,8.0,96.33333333333331,0
0.7072067856788635,120.0,5.0,95.33333333333331,0
2.12142014503479,0.0,0.0,97.44444444444444,0
9.999999747378753e-05,120.0,6.0,92.0,0
0.5001000165939331,140.0,8.0,95.0,0
0.5001000165939331,120.0,5.0,95.5,0
151.73085021972656,17.79654369936218,101.54576797103948,177.05204562431763,2
151.09573364257812,16.278051450465245,116.28732751418778,175.5719183015009,2
148.9507293701172,15.725163710055506,109.70250896057348,228.06097726963387,2
147.68789672851562,16.666826562734222,107.78421526008093,210.21986208964174,2
9.999999747378753e-05,120.0,5.0,93.0,0
9.999999747378753e-05,0.0,0.0,90.0,0
9.999999747378753e-05,0.0,0.0,91.0,0
149.70175170898438,18.377184059358548,104.77341132120632,200.00721038774532,2
1.1181340217590332,120.0,5.0,99.4,0
122.53682708740234,18.964385148228168,124.25910417177093,161.49515557832368,1
271.1953125,17.782954860149538,123.85886008031015,166.15228641650512,2
267.4697265625,18.115250188805174,111.21107539912536,167.47936315576862,0
147.66720581054688,16.67437596741956,111.22747696977892,199.0005560314383,2
263.29934692382807,32.56040026041899,40.79566919653607,180.84044877683343,0
8.01570987701416,29.117647058823533,0.9019607843137256,107.84313725490196,0
0.5001000165939331,92.5,7.0,92.0,0
9.999999747378753e-05,20.0,8.0,94.0,0
9.999999747378753e-05,0.0,0.0,90.0,0
9.999999747378753e-05,20.0,8.0,92.0,0
9.999999747378753e-05,165.0,5.0,101.0,0
48.12753295898438,12.629629629629632,2.8844444444444437,92.52592592592592,0
5.408427238464356,29.59302325581395,4.186046511627906,76.5813953488372,0
6.576573371887207,10.5,1.05,94.9,0
0.5001000165939331,6.0,13.5,96.0,0
5.099119663238525,7.5,0.5,95.15,0
2.549609661102295,0.0,0.0,97.92307692307692,0
10.049975395202637,15.174242424242426,17.598484848484848,95.6439393939394,0
2.500099897384644,0.0,0.0,104.5,0
0.5001000165939331,14.5,27.0,95.0,0
2.000099897384644,0.0,0.0,93.4,0
1.1181340217590332,0.0,0.0,95.4,0
1.581238865852356,82.5,2.833333333333333,92.0,0
5.099119663238525,165.0,5.5,92.92857142857142,0
1.0001000165939329,0.0,0.0,89.66666666666666,0
7.762187480926514,0.0,0.0,98.08823529411764,0
48.97458267211914,15.717229536348025,27.621637092157982,120.84487693188322,0
0.7072067856788635,0.0,0.0,92.66666666666666,0
375.7182922363281,20.642913975328444,130.3820896270447,179.54608844922538,0
153.57418823242188,23.498966942148762,7.231404958677686,99.62345041322314,0
